LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,default.payment.next.month,TOTAL_BILL_AMT,TOTAL_PAY_AMT,PAY_BILL_RATIO,AVG_PAY_DELAY
150000.0,2,2,1,31,0,6.380275590209573,0.33058522738794016,0.04479307355764377,0.0
180000.0,2,2,2,35,0,-3.6116780605868386,-1.1133727060661718,0.4263054941067274,-0.8333333333333334
230000.0,2,2,1,28,0,-0.2671629716222217,1.3051198314635661,1.780914147245812,0.0
500000.0,2,1,2,27,0,1.924003215706644,-0.7592471541547176,-0.2596601638727098,0.0
300000.0,1,2,2,30,0,-3.519890512693385,-0.6267859335538959,0.24873538369885595,-0.16666666666666666
180000.0,2,2,2,31,0,-1.4381129008066134,3.7305444495511053,-8.515029899103105,-0.8333333333333334
30000.0,2,2,2,24,1,-3.957456718972444,-1.8113131481716942,0.6124563502660582,2.6666666666666665
110000.0,2,3,2,29,0,-3.3838764942489723,-0.5676102882970407,0.2381038991182567,1.3333333333333333
100000.0,2,2,1,28,0,-1.8436227940431142,-0.14264011804853802,0.1690804457344336,0.0
390000.0,1,1,2,31,0,23.461271819301018,4.970817749469133,0.20321174574197487,0.0
180000.0,2,6,1,35,0,-2.2740069156829072,-1.5935064336481974,1.2507831896611241,-0.3333333333333333
300000.0,2,3,1,37,0,-3.755571694233733,-1.1396042135647346,0.4135636230947839,0.3333333333333333
260000.0,2,1,2,36,0,-3.6830390372971875,-0.35863830197630325,0.1336686857667135,-1.0
360000.0,2,2,2,29,0,-4.052833951378268,-1.8113131481716942,0.5933218697839552,-1.5
80000.0,2,2,2,26,0,-3.8356094416631548,-0.35944762656003404,0.12676203615304976,-0.3333333333333333
100000.0,2,1,2,26,1,-3.7016713471612417,-1.8113131481716942,0.670441706418109,-1.6666666666666667
20000.0,1,3,1,47,1,-2.5147441002011153,-1.463174732688564,0.9659550629669366,1.6666666666666667
210000.0,2,1,2,33,0,-3.197548064262837,-0.8673717692283398,0.3946997944362586,-0.6666666666666666
10000.0,2,2,1,25,0,-3.246656405748573,-1.599934333096376,0.7121401959830556,0.3333333333333333
150000.0,1,1,2,26,0,-3.044221336614101,-0.31265108909777617,0.15294385372947367,-0.6666666666666666
360000.0,1,3,1,37,0,-4.017408122198962,-1.6543911156119124,0.5482821841170962,-1.0
80000.0,2,2,2,42,0,-3.1217382577817103,-1.630474984861642,0.7684618867957412,-0.3333333333333333
130000.0,2,1,2,29,0,-3.207897231943716,-0.37855943982366236,0.17145700186887713,-0.5
30000.0,1,1,2,36,0,-3.7189466576150845,-1.6961764337427923,0.6238358626831569,0.0
430000.0,2,2,1,30,1,15.932399643952188,0.6622287437291798,0.03911015317700174,0.3333333333333333
20000.0,2,2,2,23,0,-2.6761056155607483,-0.2536018572752422,0.1513042226700008,0.16666666666666666
50000.0,1,2,2,32,0,-2.153449825628822,-0.7651618308588355,0.6633681100447478,-0.6666666666666666
140000.0,2,2,1,26,0,3.7978882773561464,-0.6870054400910731,-0.1431891282949265,0.0
200000.0,1,1,2,32,0,-2.94684754813395,3.282444549297467,-1.6860306049354943,-1.0
80000.0,1,2,1,28,0,1.8738812224588464,-1.0437309109260982,-0.3631781657396052,1.6666666666666667
50000.0,2,2,2,23,1,-2.899924722694228,-1.575842362913726,0.8294235787821476,0.0
280000.0,2,2,2,27,0,18.0526434741007,0.061060913290681945,0.003204852564090929,0.5
710000.0,1,2,1,51,0,-4.052833951378268,-1.8113131481716942,0.5933218697839552,-1.5
180000.0,1,1,2,29,0,-2.4272209309818575,5.057078443191971,-3.54330456722839,-0.6666666666666666
500000.0,1,1,2,39,0,-2.011610074002294,5.653755920083168,-5.588868740417809,-2.0
360000.0,1,2,2,33,1,-4.052833951378268,-1.8113131481716942,0.5933218697839552,-1.5
50000.0,1,1,2,29,0,-1.8554984272571773,-1.109809874355765,1.297266995468289,0.16666666666666666
80000.0,1,2,2,27,1,2.8609176682339275,0.19284020618784672,0.04994672840979183,0.3333333333333333
50000.0,2,2,1,44,0,-0.34370038910759215,-1.0845358393840925,-1.6525011159299448,0.3333333333333333
50000.0,2,2,2,23,0,-3.217165605807278,-1.3997417652186541,0.6313203495275235,0.0
150000.0,1,1,2,33,0,-3.964332267584789,-1.4992148444506113,0.5057512819479266,-0.5
360000.0,1,2,2,28,1,-4.052833951378268,-1.8113131481716942,0.5933218697839552,-1.5
50000.0,2,2,1,32,0,-0.9810230082623488,-1.3719307353083203,-72.29442654951191,0.0
50000.0,2,1,3,48,0,-1.5653549663202135,-0.2520574845419915,0.4458393391015649,-1.0
200000.0,2,1,2,29,0,-3.794220560408987,-1.266935872633449,0.45341298055870327,-2.0
80000.0,1,1,2,29,0,-3.464793745915154,0.627029317186192,-0.2543942340917382,-1.0
140000.0,2,2,1,46,0,-4.017408122198962,-1.6543911156119124,0.5482821841170962,-1.0
20000.0,2,1,3,22,1,-3.106999021905085,-1.456750587523787,0.691386456461967,-0.3333333333333333
80000.0,2,3,2,34,0,-4.052833951378268,-1.8113131481716942,0.5933218697839552,-1.5
110000.0,1,2,1,30,0,3.3900475775392485,-0.24139564357734764,-0.054987022193654,0.0
140000.0,2,1,2,27,0,6.0747734018544834,0.05532032189277594,0.007819377208360487,0.0
300000.0,2,1,2,31,0,0.7444873245220606,4.230244154959873,2.424921118941829,0.0
50000.0,2,2,2,29,1,-2.904309243500005,-1.6803087194813342,0.8823717708753167,-0.6666666666666666
180000.0,2,5,1,39,0,3.2648630374661955,3.6636792567840017,0.8590379631418682,0.0
290000.0,2,2,1,39,0,15.15138228457359,1.4237295489965656,0.08814908370761489,0.0
60000.0,2,2,1,36,0,-4.022710889009461,-1.6642513370237704,0.5505823739461712,-0.6666666666666666
100000.0,2,2,1,38,0,-2.636173699616811,-1.25865026265649,0.7692644509267345,0.8333333333333334
30000.0,1,2,1,41,0,-3.2130808188208624,-1.6965996598501283,0.7666234533423334,-1.0
220000.0,2,3,2,27,0,9.881904778638322,-0.33456659000102884,-0.03074522308427091,1.8333333333333333
230000.0,2,2,2,30,0,-4.052833951378268,-1.8113131481716942,0.5933218697839552,-2.0
30000.0,2,1,2,29,0,-3.9782282820865262,-1.4704395911509562,0.4937296445659889,-1.3333333333333333
20000.0,2,2,1,47,0,-3.3691383502727765,-0.2927328112974923,0.12356087657936388,-0.6666666666666666
50000.0,1,2,2,30,0,-3.991454282280136,-1.6529269503348445,0.5525496278268228,0.0
80000.0,2,2,1,46,1,-4.041919324990776,-1.7687684545875455,0.5814646167820079,-1.3333333333333333
90000.0,1,1,2,29,0,-2.5159880661336187,-1.3665751540537838,0.9014418942881931,0.3333333333333333
80000.0,1,1,2,31,0,-2.7966742336433277,0.4326053730053798,-0.24078119722802227,-0.3333333333333333
50000.0,2,3,2,23,1,-0.3014808095057001,-1.0714796887086702,-1.5339302102071792,0.3333333333333333
50000.0,2,2,2,29,0,-3.9778692268655695,-1.8113131481716942,0.608258123570536,-2.0
20000.0,1,3,2,53,0,-3.3661512113021983,0.14005021581839416,-0.05918903878561434,-0.3333333333333333
250000.0,2,1,1,38,0,-3.9856854254659506,-1.5657487699935093,0.5244185327224004,-1.0
120000.0,2,2,2,24,0,-3.947676498970166,-1.3665034862431389,0.4635866543430245,-1.0
110000.0,2,2,2,28,1,6.028536932091457,-0.642931558307018,-0.09147445115803113,0.8333333333333334
160000.0,1,1,2,33,0,-4.051475894774778,-1.8113131481716942,0.5935859271486669,-1.6666666666666667
80000.0,2,3,1,52,0,0.7298717786299046,0.9905369390556036,0.5726071442359328,0.16666666666666666
410000.0,1,2,1,36,0,-1.7167443974492127,-0.9378389187932141,1.30847052607714,-2.0
100000.0,2,2,1,43,0,-1.2503308165973412,5.876881225574173,-23.476459292773267,-0.8333333333333334
750000.0,2,2,1,43,0,3.1950975063485423,28.922588309473326,6.8943780843482365,-1.1666666666666667
30000.0,1,2,2,47,0,-1.8091920251995928,-1.2149814981869727,1.501474879077422,0.0
80000.0,1,2,2,33,0,-0.1120541217682941,1.0580955778184076,1.1916217010045085,0.5
430000.0,2,1,2,31,0,-0.16379386367948406,4.535536735654176,5.423945769653757,-0.8333333333333334
480000.0,1,1,1,44,0,24.786639319630698,3.3062867816676773,0.12821704839803175,0.0
360000.0,2,3,1,29,1,-4.052833951378268,-1.8113131481716942,0.5933218697839552,-1.5
150000.0,2,1,1,37,0,-2.9228351904523677,0.10232835309818328,-0.05321743309373771,-0.8333333333333334
130000.0,1,1,2,28,0,2.2944056968469697,-0.9993943409618913,-0.3033610407845026,0.0
40000.0,1,2,1,47,0,-0.48755418831212677,-1.3121589815235688,-2.5605809465036566,1.6666666666666667
280000.0,2,1,1,34,1,-3.1278522922458385,-0.9226964691720907,0.43362806362758954,-0.16666666666666666
40000.0,1,2,1,45,0,-1.0281898865563321,-1.3776736906616973,48.871203788233686,1.6666666666666667
120000.0,2,1,2,26,0,2.2990317247774072,4.67207127726032,1.4161947101541,-0.8333333333333334
290000.0,1,1,1,39,0,-3.854097700235386,-1.0761152456932743,0.3770421894122699,-1.3333333333333333
250000.0,1,3,1,39,0,-3.9081808247922165,-1.3372833319295367,0.4598350008119192,-1.1666666666666667
200000.0,1,1,1,43,0,-3.7870707318884778,0.8043164867388066,-0.28858847302874646,-1.0
80000.0,1,2,2,32,0,-0.24801085176222823,1.4523419089302188,1.9313336001372752,-0.16666666666666666
130000.0,2,2,2,27,0,-2.0487690359753032,-1.15535805111548,1.1016324962731705,0.0
290000.0,2,2,1,37,1,-3.6258627266775796,-1.3849138642308096,0.5274128956402443,-0.16666666666666666
180000.0,2,1,2,29,0,-3.991556058671381,-1.593074261222735,0.5325236198081663,-1.3333333333333333
360000.0,2,1,1,31,0,-3.808683546354588,-0.8446881342814438,0.3007416536397527,-1.3333333333333333
140000.0,2,2,1,37,0,-3.6569898197569284,-0.9752496246319285,0.3670505687978692,-0.5
350000.0,2,1,1,41,0,-1.236280714236634,6.066162822518842,-25.673541922865553,-1.0
260000.0,1,1,2,36,0,-3.8941737898890314,-1.153289312770227,0.3984865445189615,-2.0
40000.0,1,1,2,26,0,-2.093718520130074,-1.3332975427820548,1.2190499824611984,0.0
180000.0,2,1,2,27,1,-4.071001043265093,-1.8113131481716942,0.5898119611987834,-1.5
80000.0,1,3,1,27,1,-3.208746771543324,-1.132746421631862,0.5128457622330217,-0.16666666666666666
500000.0,2,1,1,45,0,-3.6853020580942997,-0.551518861404572,0.2053842917753442,-1.0
80000.0,1,4,2,27,0,-3.358915528663409,-1.5190956305525476,0.6439805122709443,-2.0
30000.0,1,3,1,57,0,-1.7915175564140093,-1.0679590382166568,1.3492550222828572,0.0
220000.0,2,2,1,37,0,-4.052833951378268,-1.6188190616699067,0.5302676422800708,-1.5
70000.0,2,2,2,22,0,-1.3715467461551785,-0.6456725309595658,1.737796219832584,-0.16666666666666666
510000.0,1,1,1,41,0,-3.4339309565789886,0.4446708606861899,-0.1826965795739732,-1.0
20000.0,2,2,2,22,0,-2.3960936603122738,-1.0005154617909724,0.7166535385363617,0.0
100000.0,2,2,1,40,1,0.48278006729476153,-1.1931979519163376,-0.8047032585845666,2.0
340000.0,2,2,1,30,0,23.9028497840405,2.8002308858854628,0.11244620234910013,0.0
180000.0,2,1,2,29,0,-4.052833951378268,-1.8113131481716942,0.5933218697839552,-2.0
290000.0,2,0,2,38,0,-3.9055295408037294,-1.273992954203327,0.43847186418587036,-0.6666666666666666
80000.0,1,2,2,53,0,0.831983885006793,1.6219607453269138,0.8853575397694613,0.0
280000.0,1,1,1,42,0,-0.9396025990376184,4.5999503618532165,76.16139583089495,-1.0
180000.0,2,1,2,40,0,-3.8155228600941653,-0.038326650290259945,0.013612622661844808,-1.5
140000.0,2,1,1,66,0,-4.027929591760772,-0.42463659654838715,0.14023991763344026,-0.6666666666666666
500000.0,2,1,2,32,0,5.157837488051896,34.86126687775902,5.661284005204852,-1.0
230000.0,1,2,2,34,0,10.3088127276962,0.2688957698242831,0.023777542019573418,0.0
250000.0,2,2,1,26,1,-3.8751453029209997,-1.10325527780022,0.38372157284689906,1.6666666666666667
10000.0,1,2,2,24,0,-3.34813688279336,-1.5736141089408082,0.6701543340475219,0.3333333333333333
230000.0,1,1,1,39,0,13.046578755227655,0.67091241506733,0.04776340394045343,0.0
70000.0,1,1,2,29,0,1.376603714712608,-0.365657484575995,-0.1538571543553328,0.0
140000.0,2,1,1,39,0,-3.6591727046356675,0.7259524405406408,-0.27299935776082035,-2.0
430000.0,2,1,1,48,0,-3.879782153686749,0.47561226245258315,-0.1651556392360081,-1.5
120000.0,2,1,2,28,1,-3.979527263554866,-1.5467554069294676,0.5191277911261795,-0.16666666666666666
20000.0,2,2,2,25,0,-2.80363308951536,-1.2061817397545198,0.6687511704936747,0.0
30000.0,1,1,2,32,0,-1.317786455898514,-1.1639699897564855,3.662742600106918,0.3333333333333333
80000.0,1,3,2,43,1,2.059921002066121,-1.698809298667435,-0.5551807701964738,4.5
400000.0,2,1,2,39,0,27.697345118203245,2.9828711186578056,0.10394240674081438,0.0
200000.0,2,1,1,37,0,-4.052833951378268,-1.8113131481716942,0.5933218697839552,-1.5
30000.0,1,5,2,23,0,-2.5883103835641457,0.16972529686772803,-0.10685902366694028,-0.8333333333333334
50000.0,2,2,2,46,0,-0.4708734995744562,-1.4375149473275624,-2.7167698956137287,0.5
250000.0,1,1,1,46,1,-3.913480921467711,-0.29987475568208033,0.10292662411910142,-1.0
120000.0,1,1,2,28,1,0.16149764418949025,1.8446518293553007,1.5881666558544985,-0.16666666666666666
80000.0,1,3,1,45,0,-3.0174844445448743,0.7702728356035355,-0.3817986491476032,-0.3333333333333333
430000.0,2,1,1,33,0,-2.6944399451070566,3.4058466219640877,-2.0100131797523826,-1.8333333333333333
120000.0,2,1,2,24,0,0.6680790559605161,-1.1231578764021308,-0.6733241283671607,0.0
20000.0,2,2,2,22,0,-2.2100885980689933,-1.1714630922918674,0.9680804315991716,0.0
20000.0,2,2,2,32,0,5.573919426415843,-0.7022469949257132,-0.1068231825452391,0.0
80000.0,1,1,2,25,0,-4.050315191442693,0.1504498681132611,-0.04932272852829466,-2.0
20000.0,2,2,2,44,0,-3.690503170417012,0.09137967477263048,-0.033963786319741514,-0.5
140000.0,2,2,2,27,0,-4.052833951378268,-1.8113131481716942,0.5933218697839552,-1.5
10000.0,2,2,2,22,0,-3.2768496127035682,-1.1841206773305843,0.5200697800697255,-0.16666666666666666
220000.0,2,3,2,34,0,-2.641070981213315,-1.2388456004870352,0.7549006805123706,-1.5
60000.0,1,1,1,48,0,-2.15961652357462,5.370487355740268,-4.631261495985991,-0.16666666666666666
80000.0,1,3,1,59,0,-2.7986928053191167,-1.498540900609914,0.8331277559894664,0.16666666666666666
30000.0,1,2,2,25,1,-3.075306633018336,-0.24819943101435438,0.11959651025322073,-0.3333333333333333
140000.0,2,2,1,27,0,8.265259342921171,-0.29714441618635745,-0.032070814770379985,0.8333333333333334
20000.0,1,2,2,26,0,-3.3209349142549556,-1.2921447562238046,0.5567345935844981,0.0
100000.0,2,3,2,46,0,1.4959554580162098,-1.0183451505826366,-0.40799812645375466,0.0
220000.0,1,1,2,35,0,8.713753995094793,0.5573041487442174,0.05737268506343091,0.0
80000.0,2,1,2,40,0,-2.330610022261522,-1.5322066009577076,1.1515068843037493,0.0
80000.0,2,3,2,46,0,1.2539395521016887,-1.0912400157146391,-0.4841478622162298,0.0
130000.0,1,2,2,28,1,-0.6764401844390031,-1.2451087373544854,-3.8481562835473917,0.6666666666666666
300000.0,2,1,1,33,0,-4.052833951378268,-1.8113131481716942,0.5933218697839552,-1.5
60000.0,2,2,1,42,0,-0.7419517397235986,-1.2569303521232094,-4.870911940180812,0.0
360000.0,2,1,1,32,0,-4.001845952025071,-1.7141179799552608,0.5710213006763063,-0.8333333333333334
10000.0,1,2,2,24,1,-4.0517439258650585,-1.7329542169919776,0.5678570217849285,-1.0
50000.0,1,2,2,32,1,-1.1175992947211166,-0.4166868017940233,3.5432763672791077,0.3333333333333333
50000.0,1,2,1,48,0,-1.5573986970607003,-1.2865832747623203,2.308192110148066,0.0
200000.0,1,2,1,35,0,-4.052833951378268,-0.2347404531437589,0.07689263709799225,-1.5
30000.0,2,2,2,24,1,-2.4725178694544487,-1.372908908445338,0.9323546674200873,0.8333333333333334
220000.0,1,1,1,42,0,-3.593061875448869,-1.0299392617566907,0.3971903916015904,0.0
200000.0,2,1,2,41,0,-3.4191610128486145,0.3726435416414433,-0.154038337945372,-2.0
80000.0,2,3,2,27,1,1.8906803617487915,-1.4754670002697388,-0.5104220514291372,1.6666666666666667
200000.0,1,2,1,39,0,-3.392902487234719,-0.044074173296772906,0.018418708464675387,-2.0
240000.0,2,1,1,34,1,-4.018794327075366,-1.696505979533957,0.5619813063507201,-0.5
500000.0,2,2,2,28,0,-2.694626857483162,0.2986950309677573,-0.17626005964013533,-0.6666666666666666
230000.0,1,3,1,38,0,-2.1756482377250954,2.0452980911740686,-1.7397194377901373,-1.0
20000.0,1,3,2,22,0,-3.2741285433758542,-1.6678596537244874,0.7334060594695389,0.0
50000.0,1,1,1,35,0,-1.7676169380544344,-1.0880804952058076,1.4174784860318546,0.0
100000.0,2,2,1,35,0,-3.3473421621029895,-1.4445689383755163,0.6154062077943181,0.0
230000.0,2,2,2,37,0,-4.052833951378268,-1.8113131481716942,0.5933218697839552,-2.0
60000.0,1,2,2,28,0,-0.44448742432584665,-0.8747171420961537,-1.5746126737718282,0.3333333333333333
120000.0,2,3,1,48,1,-3.8542613096110196,-1.303242158216066,0.45659525069681606,-0.3333333333333333
130000.0,2,3,2,23,0,-2.951847515450526,-0.5621308043354672,0.28799934415251494,-0.16666666666666666
50000.0,2,3,1,25,1,-1.3326136192381728,-0.3940749609019842,1.1847829977755695,0.6666666666666666
400000.0,2,1,2,30,0,-3.1179036915028466,0.6093385759975085,-0.2877083497432912,-1.0
240000.0,2,2,2,27,1,-3.8922556616508563,-1.6097627313439495,0.5565769142362473,-0.5
70000.0,1,3,2,53,0,-2.720595804568158,-1.1863066682977117,0.6894743467048355,0.0
20000.0,2,1,2,22,0,-2.8477279925367456,-1.4729042265109284,0.7971434282860966,0.0
50000.0,1,3,2,28,1,-1.3948897861825635,-1.4025839951714105,3.551836599093436,1.3333333333333333
240000.0,2,1,1,54,0,2.053243793680721,-0.5837667942302985,-0.191195604962341,0.3333333333333333
380000.0,1,1,2,31,0,11.71167366782946,-0.02092186341437338,-0.0016458779513292702,0.0
50000.0,1,2,2,24,0,-3.3943451699865594,-1.5510282552390495,0.6477880777932098,0.0
50000.0,2,2,2,33,0,-2.546571568557015,-1.0854666371587909,0.7018534798047238,0.0
430000.0,2,1,2,33,0,-1.4121353163255803,0.40175074344612793,-0.9748030016645098,0.6666666666666666
60000.0,2,1,2,26,0,-2.5141153498463398,-0.594417514625206,0.3925840357443906,0.3333333333333333
30000.0,2,2,2,25,0,-3.661825907144278,-1.4640152662765493,0.5500041390186965,0.0
170000.0,1,3,1,48,0,9.312576657485566,0.04542749726211214,0.004405057898807257,0.0
70000.0,2,1,2,29,0,0.016794053422136634,-1.0267466310245466,-1.0097881941469988,1.3333333333333333
130000.0,2,2,2,28,0,-3.858080979762942,-0.9060590717514618,0.31701658496275814,-1.0
50000.0,1,1,1,50,1,-1.520044800046247,-1.5281179638408484,2.9384352342431934,0.5
20000.0,2,3,2,38,1,-3.9124274551356937,-1.3111673778455466,0.45019743771933973,-0.8333333333333334
50000.0,1,3,1,48,1,-3.989565030764945,-1.5956676713191316,0.5337457639818745,-1.0
20000.0,1,3,2,28,0,-2.725234216616898,-1.4664950049524124,0.8500266171558659,0.6666666666666666
110000.0,2,2,2,32,0,-3.9177185989964523,-1.2733671393892274,0.43642561685941933,-0.8333333333333334
90000.0,2,2,2,24,0,0.34152783639453194,-1.0788746240965146,-0.804213371372211,0.0
180000.0,2,1,2,24,0,2.154804869393332,-0.7498280954397255,-0.2376781216214863,0.0
50000.0,2,2,2,28,0,0.09202398118522893,-1.254016602956394,-1.1483416340320165,0.3333333333333333
200000.0,1,2,1,36,0,-3.9625506517934914,-1.4625148588207195,0.4936674611572738,-0.8333333333333334
20000.0,2,1,1,32,1,-3.0890032024114995,-1.3662222171186362,0.6540067605169294,2.0
50000.0,1,1,2,44,0,0.4695763967537955,-0.4594446765145329,-0.312637490319944,0.0
170000.0,2,2,1,39,1,7.0453980332629635,0.3593204054063036,0.0446616070355657,0.3333333333333333
380000.0,1,1,1,48,0,23.853971364883314,5.663908733736626,0.22788747321642444,0.0
30000.0,1,2,2,39,1,-3.7035847746800172,-1.4887261242528087,0.5506489525297045,0.8333333333333334
30000.0,2,2,2,23,0,-2.077229662352382,-1.4414382813469853,1.3380974658637501,0.0
160000.0,1,3,1,36,0,-3.737923336858101,-0.747086583266505,0.27286614391614883,-1.0
60000.0,2,3,1,39,1,-1.5137188890589854,-1.212097574609001,2.3594568944686545,0.6666666666666666
450000.0,2,1,2,31,0,2.260555236620651,5.9164144285821205,1.8145420025805454,0.16666666666666666
80000.0,2,2,1,43,1,-4.052442016488851,-1.728326494027176,0.5662110810593636,-2.0
90000.0,2,1,2,26,0,-1.8742027698933241,0.5473852779762426,-0.6261536760436461,0.8333333333333334
30000.0,1,2,1,33,1,-4.052833951378268,-1.8113131481716942,0.5933218697839552,-1.5
50000.0,1,2,2,25,1,-0.3352965601488297,-1.180616978910408,-1.7761559638908333,0.3333333333333333
30000.0,1,3,1,49,0,-1.4730156452834988,-1.358732941392565,2.872490487240052,2.0
50000.0,1,3,1,52,1,-1.9353178507033606,-1.5118403035061128,1.6163920130137646,0.5
320000.0,2,1,1,34,0,-2.853579244072602,4.558802451209192,-2.4594591603177394,-0.8333333333333334
300000.0,2,2,1,43,0,-4.034989087608398,-1.8113131481716942,0.5968104318948398,-1.6666666666666667
390000.0,2,1,2,43,0,4.098197374935994,-0.633057159784898,-0.12417274444829546,0.0
50000.0,2,2,2,23,0,-1.638316770795741,-1.3808479015264443,2.1632643300363963,0.0
20000.0,1,2,1,26,1,-3.957456718972444,-1.8113131481716942,0.6124563502660582,2.6666666666666665
90000.0,1,2,2,52,0,3.9012046690295623,-0.6889598699162957,-0.14056949595877816,0.0
300000.0,1,3,2,51,0,-3.0904870855820423,1.54860760622007,-0.7407879325831377,-1.0
300000.0,2,4,2,32,0,-0.451467295147443,-0.5431144260546904,-0.9901222320019678,-0.16666666666666666
200000.0,1,1,1,34,0,-3.6456121715423726,-0.6981532192316395,0.2638909915600446,-0.6666666666666666
50000.0,1,2,2,24,0,-2.1104779058706447,-0.96686885874236,0.8706781590438836,0.0
20000.0,1,2,2,24,1,-4.006000057004884,-1.7199188448553935,0.5721619468527506,-0.16666666666666666
390000.0,1,1,2,35,0,0.03561880071239826,14.971312816691789,14.456393420429485,-0.5
70000.0,1,2,2,41,0,0.4734032150491069,-0.371065962554533,-0.2518427805535675,0.0
300000.0,1,3,2,43,0,9.204138887541955,-0.01682386958825154,-0.001648729968659236,0.0
140000.0,2,3,1,50,0,8.577386213907264,-0.010513828407881648,-0.0010977763841886821,0.0
200000.0,2,1,1,37,0,1.224372776705706,-0.7849221729299007,-0.3528734846738998,-0.16666666666666666
80000.0,2,3,2,28,0,-3.9227093607409342,-1.4503956847788033,0.49625039843548263,-1.0
80000.0,2,3,1,45,0,-2.962993527076806,-1.8113131481716942,0.9227300667002265,-1.3333333333333333
170000.0,2,1,1,36,0,-3.8705990637493652,-1.0887321957092904,0.3792700309346818,-1.0
50000.0,2,1,2,29,0,0.28364783404810734,-0.010246232369392538,-0.00798212102853791,0.0
100000.0,1,2,2,27,0,3.1604518460913558,-0.7911113437312719,-0.19015034255822527,0.0
30000.0,2,2,2,22,0,-3.752659761459486,-0.6702156834598811,0.24347930421467218,-0.3333333333333333
30000.0,2,6,1,49,0,-2.4104367261853743,-1.4461645909168275,1.0253310652425236,0.0
320000.0,2,2,1,36,0,1.541356943039287,1.4098388716416452,0.5547583055985734,-0.5
70000.0,2,2,2,25,1,-0.009937874765767546,-1.0288893835753614,-1.0392169918952743,0.3333333333333333
50000.0,2,2,1,24,0,0.4366991772694176,-1.2039716032650998,-0.8380123148350106,0.0
130000.0,1,3,1,48,0,1.3482135018014372,-1.0504071516166371,-0.44732182606514054,0.0
50000.0,2,2,2,27,1,-3.130645215678239,-1.5164663391817612,0.7117404286846654,1.8333333333333333
50000.0,1,2,1,33,0,-2.6842352062828456,-1.5508534082244656,0.9208057178944992,0.0
50000.0,1,2,2,30,0,-3.8221635576400046,-1.6574493700129302,0.5872974178006003,0.0
160000.0,1,3,1,30,0,2.2074066045597567,-1.1507568301693354,-0.35878108766546185,0.5
450000.0,1,2,1,46,0,-2.559344690860151,4.264793266666935,-2.7349907250554266,-1.0
380000.0,2,1,1,33,0,11.89434925312479,6.130284335841697,0.4754240958965879,0.0
30000.0,2,1,2,29,1,-3.3421955527956357,-1.7505753748814334,0.7474078638702705,0.8333333333333334
50000.0,1,2,2,24,0,-1.3836436934979,-1.4677700082562586,3.8258676817381154,0.0
220000.0,1,2,2,30,1,6.565430639975574,11.925734120197943,1.5763457082248058,0.5
50000.0,2,2,1,32,1,-4.008525979714114,-1.645448156843202,0.5469283522688946,-0.5
90000.0,2,1,2,27,0,-4.052833951378268,-1.8113131481716942,0.5933218697839552,-1.5
80000.0,1,2,1,26,0,0.1328775928242957,-1.311595322111544,-1.1577555513669398,0.0
390000.0,1,1,1,44,0,-1.0135292173889987,4.170044560467645,-308.2251131435378,-0.6666666666666666
140000.0,1,2,2,43,0,4.8525490274233345,-0.3292673500422387,-0.05626050264583657,0.0
360000.0,2,2,1,32,0,-0.24157537712328758,11.267729448466287,14.85675584440768,-0.8333333333333334
50000.0,1,3,2,26,1,0.3423960652174809,-1.1130532146001968,-0.8291541099085922,0.3333333333333333
260000.0,1,1,1,37,1,15.464109961532387,0.3368816023423453,0.020461573879757437,0.0
180000.0,2,3,1,43,1,0.786901995331857,2.7641644049104372,1.5469031945409444,-0.3333333333333333
360000.0,1,1,2,26,0,-3.8911308690367585,-0.44599372852268104,0.1542627258071072,-1.3333333333333333
230000.0,2,1,2,35,1,-4.017117062706458,-1.8113131481716942,0.60034566459509,-1.6666666666666667
130000.0,1,1,2,25,0,-2.4951037077932905,2.2980023971722683,-1.5370187266567763,-0.6666666666666666
20000.0,2,3,1,42,0,-2.3346587192880626,-1.3798539311635614,1.0338627479986846,0.0
200000.0,2,3,1,41,0,-3.5673762747186415,0.10927482582273085,-0.04256284008650281,-2.0
220000.0,2,2,1,35,0,1.7710563387832021,-0.5800579197177684,-0.20932736429764454,0.0
20000.0,1,1,2,25,0,-3.2741241371456686,-1.473825026287954,0.6480846855342745,0.0
20000.0,1,2,2,24,0,-2.3868733479884647,-1.4906796433387322,1.0748491529531727,0.0
240000.0,2,3,2,40,1,15.166415866769587,0.8525414663814089,0.05273534179791985,0.0
480000.0,2,1,1,50,0,-3.219445016631643,1.0597905675952557,-0.47750251060675275,-1.0
50000.0,2,2,1,29,0,-1.4675494662296846,-1.268740429255606,2.7135961452094453,0.0
100000.0,1,2,1,40,0,-3.2077481559492886,-1.7509376280024491,0.7930875735459872,-1.0
120000.0,2,1,2,34,1,6.306287819534645,-0.2825475641816185,-0.03867183598026045,1.0
230000.0,2,1,1,27,0,6.447239543115147,0.690945113657021,0.09277868794965628,0.0
20000.0,1,2,1,32,0,-2.6398418706637137,-1.5464158226444125,0.9430274042328924,0.0
50000.0,1,2,2,27,0,-3.1961377981594885,-1.6195607993310914,0.7374586424806279,-0.6666666666666666
130000.0,2,1,1,32,0,6.682317966822261,-0.3783826713841766,-0.049253711317118525,2.0
150000.0,2,1,1,38,0,-4.029258088741666,-1.8113131481716942,0.5979395268113659,-2.0
